instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_day,weathersit_day,workingday_day,is_weekend
15471,2012-10-11,4,1,10,19,0,4,1,1,0.44,0.4394,0.51,0.1343,81,662,743,4,1,1,Weekday
15472,2012-10-11,4,1,10,20,0,4,1,1,0.42,0.4242,0.62,0.1642,27,388,415,4,1,1,Weekday
15473,2012-10-11,4,1,10,21,0,4,1,1,0.42,0.4242,0.62,0.1343,24,236,260,4,1,1,Weekday
15474,2012-10-11,4,1,10,22,0,4,1,1,0.4,0.4091,0.66,0.1642,10,167,177,4,1,1,Weekday
15475,2012-10-11,4,1,10,23,0,4,1,1,0.42,0.4242,0.58,0.0896,10,176,186,4,1,1,Weekday
15476,2012-10-12,4,1,10,0,0,5,1,1,0.4,0.4091,0.66,0.1045,8,60,68,4,1,1,Weekday
15477,2012-10-12,4,1,10,1,0,5,1,1,0.4,0.4091,0.66,0.0896,8,29,37,4,1,1,Weekday
15478,2012-10-12,4,1,10,2,0,5,1,1,0.4,0.4091,0.66,0.0896,0,16,16,4,1,1,Weekday
15479,2012-10-12,4,1,10,3,0,5,1,1,0.36,0.3636,0.76,0.0896,0,6,6,4,1,1,Weekday
15480,2012-10-12,4,1,10,4,0,5,1,1,0.36,0.3636,0.76,0.1045,0,8,8,4,1,1,Weekday
15481,2012-10-12,4,1,10,5,0,5,1,1,0.36,0.3636,0.81,0.0896,2,33,35,4,1,1,Weekday
15482,2012-10-12,4,1,10,6,0,5,1,1,0.34,0.3485,0.81,0.0896,3,140,143,4,1,1,Weekday
15483,2012-10-12,4,1,10,7,0,5,1,1,0.36,0.3636,0.81,0.0896,8,384,392,4,1,1,Weekday
15484,2012-10-12,4,1,10,8,0,5,1,1,0.42,0.4242,0.71,0.0896,34,711,745,4,1,1,Weekday
15485,2012-10-12,4,1,10,9,0,5,1,1,0.5,0.4848,0.39,0.2985,26,374,400,4,1,1,Weekday
15486,2012-10-12,4,1,10,10,0,5,1,1,0.52,0.5,0.36,0.2985,75,200,275,4,1,1,Weekday
15487,2012-10-12,4,1,10,11,0,5,1,1,0.54,0.5152,0.37,0.3582,61,252,313,4,1,1,Weekday
15488,2012-10-12,4,1,10,12,0,5,1,1,0.54,0.5152,0.39,0.4627,75,312,387,4,1,1,Weekday
15489,2012-10-12,4,1,10,13,0,5,1,1,0.56,0.5303,0.37,0.3881,81,300,381,4,1,1,Weekday
15490,2012-10-12,4,1,10,14,0,5,1,1,0.56,0.5303,0.37,0.4627,109,262,371,4,1,1,Weekday
15491,2012-10-12,4,1,10,15,0,5,1,1,0.52,0.5,0.42,0.4478,138,317,455,4,1,1,Weekday
15492,2012-10-12,4,1,10,16,0,5,1,1,0.46,0.4545,0.41,0.3582,108,412,520,4,1,1,Weekday
15493,2012-10-12,4,1,10,17,0,5,1,1,0.46,0.4545,0.38,0.3881,131,706,837,4,1,1,Weekday
15494,2012-10-12,4,1,10,18,0,5,1,1,0.44,0.4394,0.38,0.2985,76,566,642,4,1,1,Weekday
15495,2012-10-12,4,1,10,19,0,5,1,1,0.42,0.4242,0.41,0.2239,40,453,493,4,1,1,Weekday
15496,2012-10-12,4,1,10,20,0,5,1,1,0.42,0.4242,0.47,0.1343,28,280,308,4,1,1,Weekday
15497,2012-10-12,4,1,10,21,0,5,1,1,0.4,0.4091,0.54,0.194,21,169,190,4,1,1,Weekday
15498,2012-10-12,4,1,10,22,0,5,1,1,0.4,0.4091,0.47,0.2985,17,143,160,4,1,1,Weekday
15499,2012-10-12,4,1,10,23,0,5,1,1,0.36,0.3485,0.57,0.194,11,89,100,4,1,1,Weekday
15500,2012-10-13,4,1,10,0,0,6,0,1,0.36,0.3636,0.57,0.0896,31,218,249,4,1,0,Weekend/Holiday
15501,2012-10-13,4,1,10,1,0,6,0,1,0.34,0.3333,0.53,0.1343,23,123,146,4,1,0,Weekend/Holiday
15502,2012-10-13,4,1,10,2,0,6,0,1,0.34,0.3333,0.53,0.194,7,60,67,4,1,0,Weekend/Holiday
15503,2012-10-13,4,1,10,3,0,6,0,1,0.32,0.303,0.66,0.2239,2,13,15,4,1,0,Weekend/Holiday
15504,2012-10-13,4,1,10,4,0,6,0,1,0.3,0.303,0.65,0.1642,2,9,11,4,1,0,Weekend/Holiday
15505,2012-10-13,4,1,10,5,0,6,0,1,0.3,0.2879,0.61,0.194,0,11,11,4,1,0,Weekend/Holiday
15506,2012-10-13,4,1,10,6,0,6,0,1,0.3,0.2879,0.61,0.194,5,23,28,4,1,0,Weekend/Holiday
15507,2012-10-13,4,1,10,7,0,6,0,1,0.3,0.303,0.61,0.1642,10,60,70,4,1,0,Weekend/Holiday
15508,2012-10-13,4,1,10,8,0,6,0,1,0.34,0.3485,0.53,0.1045,23,151,174,4,1,0,Weekend/Holiday
15509,2012-10-13,4,1,10,9,0,6,0,1,0.36,0.3636,0.5,0.0896,46,220,266,4,1,0,Weekend/Holiday
15510,2012-10-13,4,1,10,10,0,6,0,1,0.4,0.4091,0.43,0.0,82,265,347,4,1,0,Weekend/Holiday
15511,2012-10-13,4,1,10,11,0,6,0,1,0.42,0.4242,0.35,0.1343,192,335,527,4,1,0,Weekend/Holiday
15512,2012-10-13,4,1,10,12,0,6,0,1,0.44,0.4394,0.35,0.0,202,371,573,4,1,0,Weekend/Holiday
15513,2012-10-13,4,1,10,13,0,6,0,1,0.46,0.4545,0.36,0.194,235,435,670,4,1,0,Weekend/Holiday
15514,2012-10-13,4,1,10,14,0,6,0,1,0.48,0.4697,0.33,0.194,243,354,597,4,1,0,Weekend/Holiday
15515,2012-10-13,4,1,10,15,0,6,0,1,0.5,0.4848,0.36,0.194,251,364,615,4,1,0,Weekend/Holiday
15516,2012-10-13,4,1,10,16,0,6,0,1,0.5,0.4848,0.31,0.194,294,343,637,4,1,0,Weekend/Holiday
15517,2012-10-13,4,1,10,17,0,6,0,1,0.46,0.4545,0.38,0.1642,193,335,528,4,1,0,Weekend/Holiday
15518,2012-10-13,4,1,10,18,0,6,0,1,0.46,0.4545,0.44,0.1343,174,299,473,4,1,0,Weekend/Holiday
15519,2012-10-13,4,1,10,19,0,6,0,1,0.44,0.4394,0.44,0.1642,73,259,332,4,1,0,Weekend/Holiday
15520,2012-10-13,4,1,10,20,0,6,0,1,0.4,0.4091,0.54,0.0896,57,198,255,4,1,0,Weekend/Holiday
15521,2012-10-13,4,1,10,21,0,6,0,1,0.4,0.4091,0.58,0.194,47,157,204,4,1,0,Weekend/Holiday
15522,2012-10-13,4,1,10,22,0,6,0,1,0.4,0.4091,0.62,0.0,33,156,189,4,1,0,Weekend/Holiday
15523,2012-10-13,4,1,10,23,0,6,0,1,0.42,0.4242,0.58,0.2985,27,98,125,4,1,0,Weekend/Holiday
15524,2012-10-14,4,1,10,0,0,0,0,1,0.4,0.4091,0.71,0.2537,8,103,111,4,1,0,Weekend/Holiday
15525,2012-10-14,4,1,10,1,0,0,0,1,0.42,0.4242,0.77,0.2836,16,96,112,4,1,0,Weekend/Holiday
15526,2012-10-14,4,1,10,2,0,0,0,1,0.4,0.4091,0.76,0.0896,8,58,66,4,1,0,Weekend/Holiday
15527,2012-10-14,4,1,10,3,0,0,0,1,0.42,0.4242,0.77,0.2985,3,25,28,4,1,0,Weekend/Holiday
15528,2012-10-14,4,1,10,4,0,0,0,1,0.42,0.4242,0.77,0.2836,2,10,12,4,1,0,Weekend/Holiday
15529,2012-10-14,4,1,10,5,0,0,0,1,0.4,0.4091,0.82,0.194,5,6,11,4,1,0,Weekend/Holiday
15530,2012-10-14,4,1,10,6,0,0,0,1,0.4,0.4091,0.82,0.1642,4,20,24,4,1,0,Weekend/Holiday
15531,2012-10-14,4,1,10,7,0,0,0,1,0.42,0.4242,0.82,0.2239,7,44,51,4,1,0,Weekend/Holiday
15532,2012-10-14,4,1,10,8,0,0,0,1,0.44,0.4394,0.77,0.194,28,104,132,4,1,0,Weekend/Holiday
15533,2012-10-14,4,1,10,9,0,0,0,2,0.48,0.4697,0.67,0.2836,62,161,223,4,1,0,Weekend/Holiday
15534,2012-10-14,4,1,10,10,0,0,0,1,0.54,0.5152,0.56,0.194,150,278,428,4,1,0,Weekend/Holiday
15535,2012-10-14,4,1,10,11,0,0,0,1,0.56,0.5303,0.52,0.2985,156,338,494,4,1,0,Weekend/Holiday
15536,2012-10-14,4,1,10,12,0,0,0,1,0.62,0.6212,0.46,0.3284,200,362,562,4,1,0,Weekend/Holiday
15537,2012-10-14,4,1,10,13,0,0,0,1,0.64,0.6212,0.41,0.4478,218,401,619,4,1,0,Weekend/Holiday
15538,2012-10-14,4,1,10,14,0,0,0,1,0.66,0.6212,0.39,0.4179,249,368,617,4,1,0,Weekend/Holiday
15539,2012-10-14,4,1,10,15,0,0,0,1,0.66,0.6212,0.39,0.4179,213,355,568,4,1,0,Weekend/Holiday
15540,2012-10-14,4,1,10,16,0,0,0,1,0.64,0.6212,0.41,0.2985,203,378,581,4,1,0,Weekend/Holiday
15541,2012-10-14,4,1,10,17,0,0,0,1,0.64,0.6212,0.44,0.194,193,346,539,4,1,0,Weekend/Holiday
15542,2012-10-14,4,1,10,18,0,0,0,1,0.58,0.5455,0.6,0.2537,134,319,453,4,1,0,Weekend/Holiday
15543,2012-10-14,4,1,10,19,0,0,0,1,0.56,0.5303,0.64,0.2239,68,268,336,4,1,0,Weekend/Holiday
15544,2012-10-14,4,1,10,20,0,0,0,1,0.54,0.5152,0.73,0.2239,48,198,246,4,1,0,Weekend/Holiday
15545,2012-10-14,4,1,10,21,0,0,0,1,0.56,0.5303,0.73,0.4478,40,156,196,4,1,0,Weekend/Holiday
15546,2012-10-14,4,1,10,22,0,0,0,1,0.56,0.5303,0.73,0.3881,38,87,125,4,1,0,Weekend/Holiday
15547,2012-10-14,4,1,10,23,0,0,0,2,0.56,0.5303,0.68,0.2836,27,78,105,4,1,0,Weekend/Holiday
15548,2012-10-15,4,1,10,0,0,1,1,2,0.56,0.5303,0.73,0.2537,17,31,48,4,2,1,Weekday
15549,2012-10-15,4,1,10,1,0,1,1,2,0.58,0.5455,0.64,0.3881,5,24,29,4,2,1,Weekday
15550,2012-10-15,4,1,10,2,0,1,1,2,0.58,0.5455,0.64,0.3582,1,5,6,4,2,1,Weekday
15551,2012-10-15,4,1,10,3,0,1,1,2,0.56,0.5303,0.73,0.2537,2,2,4,4,2,1,Weekday
15552,2012-10-15,4,1,10,4,0,1,1,2,0.56,0.5303,0.68,0.2239,1,9,10,4,2,1,Weekday
15553,2012-10-15,4,1,10,5,0,1,1,2,0.56,0.5303,0.73,0.2836,2,38,40,4,2,1,Weekday
15554,2012-10-15,4,1,10,6,0,1,1,2,0.56,0.5303,0.73,0.2985,6,141,147,4,2,1,Weekday
15555,2012-10-15,4,1,10,7,0,1,1,2,0.58,0.5455,0.68,0.3284,15,461,476,4,2,1,Weekday
15556,2012-10-15,4,1,10,8,0,1,1,2,0.6,0.6061,0.64,0.3881,24,713,737,4,2,1,Weekday
15557,2012-10-15,4,1,10,9,0,1,1,3,0.6,0.5909,0.69,0.3881,31,328,359,4,2,1,Weekday
15558,2012-10-15,4,1,10,10,0,1,1,2,0.6,0.5909,0.73,0.3881,43,125,168,4,2,1,Weekday
15559,2012-10-15,4,1,10,11,0,1,1,2,0.6,0.5909,0.73,0.3881,88,175,263,4,2,1,Weekday
15560,2012-10-15,4,1,10,12,0,1,1,3,0.6,0.5758,0.78,0.3284,73,211,284,4,2,1,Weekday
15561,2012-10-15,4,1,10,13,0,1,1,2,0.56,0.5303,0.88,0.2239,37,109,146,4,2,1,Weekday
15562,2012-10-15,4,1,10,14,0,1,1,2,0.6,0.5758,0.78,0.2836,57,128,185,4,2,1,Weekday
15563,2012-10-15,4,1,10,15,0,1,1,1,0.6,0.5758,0.78,0.3284,70,190,260,4,2,1,Weekday
15564,2012-10-15,4,1,10,16,0,1,1,1,0.56,0.5303,0.64,0.2985,76,371,447,4,2,1,Weekday
15565,2012-10-15,4,1,10,17,0,1,1,1,0.56,0.5303,0.64,0.2537,96,670,766,4,2,1,Weekday
15566,2012-10-15,4,1,10,18,0,1,1,3,0.54,0.5152,0.77,0.1343,52,540,592,4,2,1,Weekday
15567,2012-10-15,4,1,10,19,0,1,1,3,0.52,0.5,0.83,0.0896,12,227,239,4,2,1,Weekday
15568,2012-10-15,4,1,10,20,0,1,1,2,0.52,0.5,0.72,0.3881,19,237,256,4,2,1,Weekday
15569,2012-10-15,4,1,10,21,0,1,1,1,0.52,0.5,0.59,0.3284,16,190,206,4,2,1,Weekday
15570,2012-10-15,4,1,10,22,0,1,1,1,0.5,0.4848,0.59,0.2836,8,118,126,4,2,1,Weekday
15571,2012-10-15,4,1,10,23,0,1,1,1,0.46,0.4545,0.63,0.2239,9,72,81,4,2,1,Weekday
15572,2012-10-16,4,1,10,0,0,2,1,1,0.46,0.4545,0.63,0.3881,3,45,48,4,1,1,Weekday
15573,2012-10-16,4,1,10,1,0,2,1,1,0.44,0.4394,0.67,0.194,4,9,13,4,1,1,Weekday
15574,2012-10-16,4,1,10,2,0,2,1,1,0.44,0.4394,0.67,0.1343,2,1,3,4,1,1,Weekday
15575,2012-10-16,4,1,10,3,0,2,1,1,0.42,0.4242,0.67,0.1045,0,2,2,4,1,1,Weekday
15576,2012-10-16,4,1,10,4,0,2,1,1,0.42,0.4242,0.67,0.1642,0,7,7,4,1,1,Weekday
15577,2012-10-16,4,1,10,5,0,2,1,1,0.42,0.4242,0.67,0.2537,5,47,52,4,1,1,Weekday
15578,2012-10-16,4,1,10,6,0,2,1,1,0.42,0.4242,0.67,0.1642,4,168,172,4,1,1,Weekday
15579,2012-10-16,4,1,10,7,0,2,1,1,0.42,0.4242,0.67,0.0896,20,505,525,4,1,1,Weekday
15580,2012-10-16,4,1,10,8,0,2,1,1,0.44,0.4394,0.62,0.0,35,800,835,4,1,1,Weekday
15581,2012-10-16,4,1,10,9,0,2,1,1,0.48,0.4697,0.55,0.2537,32,323,355,4,1,1,Weekday
15582,2012-10-16,4,1,10,10,0,2,1,1,0.5,0.4848,0.48,0.2836,65,157,222,4,1,1,Weekday
15583,2012-10-16,4,1,10,11,0,2,1,1,0.5,0.4848,0.45,0.4179,56,172,228,4,1,1,Weekday
15584,2012-10-16,4,1,10,12,0,2,1,2,0.52,0.5,0.45,0.3284,69,256,325,4,1,1,Weekday
15585,2012-10-16,4,1,10,13,0,2,1,1,0.52,0.5,0.45,0.2836,68,260,328,4,1,1,Weekday
15586,2012-10-16,4,1,10,14,0,2,1,1,0.54,0.5152,0.39,0.2537,94,214,308,4,1,1,Weekday
15587,2012-10-16,4,1,10,15,0,2,1,1,0.54,0.5152,0.41,0.3284,76,270,346,4,1,1,Weekday
15588,2012-10-16,4,1,10,16,0,2,1,1,0.54,0.5152,0.39,0.2836,79,367,446,4,1,1,Weekday
15589,2012-10-16,4,1,10,17,0,2,1,1,0.52,0.5,0.39,0.194,104,839,943,4,1,1,Weekday
15590,2012-10-16,4,1,10,18,0,2,1,1,0.5,0.4848,0.42,0.1642,71,767,838,4,1,1,Weekday
15591,2012-10-16,4,1,10,19,0,2,1,1,0.48,0.4697,0.48,0.0,40,491,531,4,1,1,Weekday
15592,2012-10-16,4,1,10,20,0,2,1,1,0.46,0.4545,0.55,0.0,35,397,432,4,1,1,Weekday
15593,2012-10-16,4,1,10,21,0,2,1,1,0.46,0.4545,0.63,0.0,19,176,195,4,1,1,Weekday
15594,2012-10-16,4,1,10,22,0,2,1,1,0.4,0.4091,0.71,0.0896,18,163,181,4,1,1,Weekday
15595,2012-10-16,4,1,10,23,0,2,1,1,0.4,0.4091,0.71,0.0,23,176,199,4,1,1,Weekday
15596,2012-10-17,4,1,10,0,0,3,1,1,0.38,0.3939,0.76,0.0,1,48,49,4,1,1,Weekday
15597,2012-10-17,4,1,10,1,0,3,1,1,0.38,0.3939,0.76,0.0,3,14,17,4,1,1,Weekday
15598,2012-10-17,4,1,10,2,0,3,1,1,0.38,0.3939,0.76,0.0,4,12,16,4,1,1,Weekday
15599,2012-10-17,4,1,10,3,0,3,1,1,0.36,0.3788,0.87,0.0,0,7,7,4,1,1,Weekday
15600,2012-10-17,4,1,10,4,0,3,1,1,0.36,0.3636,0.81,0.0896,0,4,4,4,1,1,Weekday
15601,2012-10-17,4,1,10,5,0,3,1,2,0.36,0.3788,0.81,0.0,2,39,41,4,1,1,Weekday
15602,2012-10-17,4,1,10,6,0,3,1,1,0.38,0.3939,0.82,0.0,7,171,178,4,1,1,Weekday
15603,2012-10-17,4,1,10,7,0,3,1,1,0.36,0.3636,0.81,0.1045,15,449,464,4,1,1,Weekday
15604,2012-10-17,4,1,10,8,0,3,1,2,0.4,0.4091,0.76,0.0,38,779,817,4,1,1,Weekday
15605,2012-10-17,4,1,10,9,0,3,1,2,0.42,0.4242,0.77,0.0,38,344,382,4,1,1,Weekday
15606,2012-10-17,4,1,10,10,0,3,1,2,0.46,0.4545,0.67,0.0,60,168,228,4,1,1,Weekday
15607,2012-10-17,4,1,10,11,0,3,1,2,0.5,0.4848,0.51,0.0896,78,156,234,4,1,1,Weekday
15608,2012-10-17,4,1,10,12,0,3,1,2,0.52,0.5,0.48,0.1642,71,261,332,4,1,1,Weekday
15609,2012-10-17,4,1,10,13,0,3,1,2,0.54,0.5152,0.49,0.1343,73,237,310,4,1,1,Weekday
15610,2012-10-17,4,1,10,14,0,3,1,2,0.56,0.5303,0.43,0.1642,82,188,270,4,1,1,Weekday
15611,2012-10-17,4,1,10,15,0,3,1,2,0.58,0.5455,0.43,0.2239,62,239,301,4,1,1,Weekday
15612,2012-10-17,4,1,10,16,0,3,1,1,0.56,0.5303,0.52,0.194,70,396,466,4,1,1,Weekday
15613,2012-10-17,4,1,10,17,0,3,1,1,0.54,0.5152,0.56,0.1045,122,766,888,4,1,1,Weekday
15614,2012-10-17,4,1,10,18,0,3,1,1,0.52,0.5,0.59,0.1642,90,794,884,4,1,1,Weekday
15615,2012-10-17,4,1,10,19,0,3,1,1,0.5,0.4848,0.72,0.194,49,467,516,4,1,1,Weekday
15616,2012-10-17,4,1,10,20,0,3,1,1,0.5,0.4848,0.72,0.1343,54,360,414,4,1,1,Weekday
15617,2012-10-17,4,1,10,21,0,3,1,1,0.46,0.4545,0.82,0.194,28,301,329,4,1,1,Weekday
15618,2012-10-17,4,1,10,22,0,3,1,1,0.46,0.4545,0.88,0.2537,17,198,215,4,1,1,Weekday
15619,2012-10-17,4,1,10,23,0,3,1,1,0.46,0.4545,0.88,0.2239,15,84,99,4,1,1,Weekday
15620,2012-10-18,4,1,10,0,0,4,1,1,0.46,0.4545,0.88,0.194,4,53,57,4,2,1,Weekday
15621,2012-10-18,4,1,10,1,0,4,1,1,0.46,0.4545,0.82,0.2239,0,14,14,4,2,1,Weekday
15622,2012-10-18,4,1,10,2,0,4,1,1,0.46,0.4545,0.82,0.194,1,13,14,4,2,1,Weekday
15623,2012-10-18,4,1,10,3,0,4,1,1,0.44,0.4394,0.88,0.2239,0,5,5,4,2,1,Weekday
15624,2012-10-18,4,1,10,4,0,4,1,1,0.44,0.4394,0.88,0.2239,0,5,5,4,2,1,Weekday
15625,2012-10-18,4,1,10,5,0,4,1,1,0.44,0.4394,0.82,0.2239,1,41,42,4,2,1,Weekday
15626,2012-10-18,4,1,10,6,0,4,1,1,0.44,0.4394,0.88,0.2985,3,150,153,4,2,1,Weekday
15627,2012-10-18,4,1,10,7,0,4,1,1,0.44,0.4394,0.88,0.2537,20,488,508,4,2,1,Weekday
15628,2012-10-18,4,1,10,8,0,4,1,1,0.46,0.4545,0.82,0.2537,31,803,834,4,2,1,Weekday
15629,2012-10-18,4,1,10,9,0,4,1,2,0.5,0.4848,0.77,0.1642,41,346,387,4,2,1,Weekday
15630,2012-10-18,4,1,10,10,0,4,1,2,0.52,0.5,0.68,0.2239,60,158,218,4,2,1,Weekday
15631,2012-10-18,4,1,10,11,0,4,1,2,0.56,0.5303,0.56,0.2239,79,189,268,4,2,1,Weekday
15632,2012-10-18,4,1,10,12,0,4,1,2,0.6,0.6212,0.53,0.2537,93,284,377,4,2,1,Weekday
15633,2012-10-18,4,1,10,13,0,4,1,1,0.62,0.6212,0.53,0.3582,96,236,332,4,2,1,Weekday
15634,2012-10-18,4,1,10,14,0,4,1,2,0.62,0.6212,0.5,0.2985,94,191,285,4,2,1,Weekday
15635,2012-10-18,4,1,10,15,0,4,1,2,0.6,0.6061,0.6,0.194,69,284,353,4,2,1,Weekday
15636,2012-10-18,4,1,10,16,0,4,1,1,0.6,0.6212,0.56,0.2836,94,356,450,4,2,1,Weekday
15637,2012-10-18,4,1,10,17,0,4,1,2,0.58,0.5455,0.64,0.3284,102,788,890,4,2,1,Weekday
15638,2012-10-18,4,1,10,18,0,4,1,2,0.56,0.5303,0.64,0.3284,68,720,788,4,2,1,Weekday
15639,2012-10-18,4,1,10,19,0,4,1,2,0.56,0.5303,0.68,0.2985,42,471,513,4,2,1,Weekday
15640,2012-10-18,4,1,10,20,0,4,1,2,0.56,0.5303,0.68,0.2537,39,348,387,4,2,1,Weekday
15641,2012-10-18,4,1,10,21,0,4,1,2,0.54,0.5152,0.77,0.194,38,245,283,4,2,1,Weekday
15642,2012-10-18,4,1,10,22,0,4,1,2,0.54,0.5152,0.83,0.194,27,202,229,4,2,1,Weekday
15643,2012-10-18,4,1,10,23,0,4,1,2,0.54,0.5152,0.83,0.0,6,111,117,4,2,1,Weekday
15644,2012-10-19,4,1,10,0,0,5,1,2,0.56,0.5303,0.83,0.1045,5,51,56,4,2,1,Weekday
15645,2012-10-19,4,1,10,1,0,5,1,3,0.54,0.5152,0.88,0.0,4,12,16,4,2,1,Weekday
15646,2012-10-19,4,1,10,2,0,5,1,2,0.54,0.5152,0.88,0.0,1,9,10,4,2,1,Weekday
15647,2012-10-19,4,1,10,3,0,5,1,2,0.56,0.5303,0.83,0.0,0,5,5,4,2,1,Weekday
15648,2012-10-19,4,1,10,4,0,5,1,2,0.56,0.5303,0.83,0.0,1,5,6,4,2,1,Weekday
15649,2012-10-19,4,1,10,5,0,5,1,2,0.54,0.5152,0.88,0.0,1,35,36,4,2,1,Weekday
15650,2012-10-19,4,1,10,6,0,5,1,3,0.54,0.5152,0.94,0.1642,5,126,131,4,2,1,Weekday
15651,2012-10-19,4,1,10,7,0,5,1,3,0.54,0.5152,0.94,0.0,5,149,154,4,2,1,Weekday
15652,2012-10-19,4,1,10,8,0,5,1,2,0.54,0.5152,0.94,0.1045,20,447,467,4,2,1,Weekday
15653,2012-10-19,4,1,10,9,0,5,1,2,0.54,0.5152,0.94,0.1045,26,363,389,4,2,1,Weekday
15654,2012-10-19,4,1,10,10,0,5,1,2,0.58,0.5455,0.88,0.194,26,198,224,4,2,1,Weekday
15655,2012-10-19,4,1,10,11,0,5,1,1,0.6,0.5606,0.83,0.194,41,211,252,4,2,1,Weekday
15656,2012-10-19,4,1,10,12,0,5,1,1,0.64,0.6061,0.69,0.2239,74,258,332,4,2,1,Weekday
15657,2012-10-19,4,1,10,13,0,5,1,1,0.62,0.5909,0.73,0.2239,87,288,375,4,2,1,Weekday
15658,2012-10-19,4,1,10,14,0,5,1,1,0.66,0.6212,0.61,0.2537,88,277,365,4,2,1,Weekday
15659,2012-10-19,4,1,10,15,0,5,1,1,0.64,0.6061,0.65,0.2985,93,302,395,4,2,1,Weekday
15660,2012-10-19,4,1,10,16,0,5,1,3,0.62,0.6061,0.69,0.3582,131,434,565,4,2,1,Weekday
15661,2012-10-19,4,1,10,17,0,5,1,3,0.62,0.6061,0.69,0.3582,48,377,425,4,2,1,Weekday
15662,2012-10-19,4,1,10,18,0,5,1,1,0.56,0.5303,0.83,0.1045,21,212,233,4,2,1,Weekday
15663,2012-10-19,4,1,10,19,0,5,1,1,0.54,0.5152,0.88,0.1642,19,213,232,4,2,1,Weekday
15664,2012-10-19,4,1,10,20,0,5,1,1,0.52,0.5,0.77,0.194,13,216,229,4,2,1,Weekday
15665,2012-10-19,4,1,10,21,0,5,1,1,0.5,0.4848,0.77,0.0,17,189,206,4,2,1,Weekday
15666,2012-10-19,4,1,10,22,0,5,1,1,0.5,0.4848,0.77,0.0896,14,176,190,4,2,1,Weekday
15667,2012-10-19,4,1,10,23,0,5,1,1,0.46,0.4545,0.88,0.1045,13,118,131,4,2,1,Weekday
15668,2012-10-20,4,1,10,0,0,6,0,1,0.46,0.4545,0.82,0.1343,13,110,123,4,1,0,Weekend/Holiday
15669,2012-10-20,4,1,10,1,0,6,0,1,0.46,0.4545,0.72,0.1343,2,93,95,4,1,0,Weekend/Holiday
15670,2012-10-20,4,1,10,2,0,6,0,1,0.44,0.4394,0.77,0.1045,9,69,78,4,1,0,Weekend/Holiday
15671,2012-10-20,4,1,10,3,0,6,0,1,0.42,0.4242,0.77,0.1343,2,27,29,4,1,0,Weekend/Holiday
15672,2012-10-20,4,1,10,4,0,6,0,1,0.44,0.4394,0.72,0.0,9,9,18,4,1,0,Weekend/Holiday
15673,2012-10-20,4,1,10,5,0,6,0,1,0.4,0.4091,0.82,0.0,6,7,13,4,1,0,Weekend/Holiday
15674,2012-10-20,4,1,10,6,0,6,0,1,0.42,0.4242,0.71,0.0,5,26,31,4,1,0,Weekend/Holiday
15675,2012-10-20,4,1,10,7,0,6,0,1,0.4,0.4091,0.82,0.0,6,59,65,4,1,0,Weekend/Holiday
15676,2012-10-20,4,1,10,8,0,6,0,1,0.46,0.4545,0.67,0.1343,29,164,193,4,1,0,Weekend/Holiday
15677,2012-10-20,4,1,10,9,0,6,0,1,0.5,0.4848,0.59,0.1343,106,257,363,4,1,0,Weekend/Holiday
15678,2012-10-20,4,1,10,10,0,6,0,1,0.52,0.5,0.52,0.1343,111,312,423,4,1,0,Weekend/Holiday
15679,2012-10-20,4,1,10,11,0,6,0,1,0.54,0.5152,0.52,0.2239,204,408,612,4,1,0,Weekend/Holiday
15680,2012-10-20,4,1,10,12,0,6,0,1,0.56,0.5303,0.46,0.1045,267,436,703,4,1,0,Weekend/Holiday
15681,2012-10-20,4,1,10,13,0,6,0,1,0.56,0.5303,0.43,0.1642,273,441,714,4,1,0,Weekend/Holiday
15682,2012-10-20,4,1,10,14,0,6,0,1,0.56,0.5303,0.4,0.0,335,376,711,4,1,0,Weekend/Holiday
15683,2012-10-20,4,1,10,15,0,6,0,1,0.56,0.5303,0.43,0.0,308,403,711,4,1,0,Weekend/Holiday
15684,2012-10-20,4,1,10,16,0,6,0,1,0.54,0.5152,0.42,0.2836,325,366,691,4,1,0,Weekend/Holiday
15685,2012-10-20,4,1,10,17,0,6,0,1,0.54,0.5152,0.37,0.2239,347,384,731,4,1,0,Weekend/Holiday
15686,2012-10-20,4,1,10,18,0,6,0,1,0.52,0.5,0.39,0.2239,165,356,521,4,1,0,Weekend/Holiday
15687,2012-10-20,4,1,10,19,0,6,0,1,0.5,0.4848,0.45,0.1343,77,268,345,4,1,0,Weekend/Holiday
15688,2012-10-20,4,1,10,20,0,6,0,1,0.5,0.4848,0.39,0.2239,61,198,259,4,1,0,Weekend/Holiday
15689,2012-10-20,4,1,10,21,0,6,0,1,0.46,0.4545,0.47,0.2239,72,224,296,4,1,0,Weekend/Holiday
15690,2012-10-20,4,1,10,22,0,6,0,1,0.44,0.4394,0.51,0.1045,47,155,202,4,1,0,Weekend/Holiday
15691,2012-10-20,4,1,10,23,0,6,0,1,0.42,0.4242,0.58,0.0,27,136,163,4,1,0,Weekend/Holiday
15692,2012-10-21,4,1,10,0,0,0,0,1,0.44,0.4394,0.54,0.1642,35,119,154,4,1,0,Weekend/Holiday
15693,2012-10-21,4,1,10,1,0,0,0,1,0.42,0.4242,0.58,0.2239,20,97,117,4,1,0,Weekend/Holiday
